public_case_id,base_score_id,base_musicxml_path,prompt,expected_edit_actions_json,tags_json,difficulty
pe_0541,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In Violin 1, change the long F-sharp in bar 34 to G-natural.","[{""args"":{""beat"":2.0,""measure"":34,""new_pitch"":""G6"",""part"":""Violin 1"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""single-note"",""violin1"",""simple_single_edit""]",easy
pe_0542,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Add a crescendo in Violin 1 starting on the Ab in measure 75 and let it run to the downbeat of measure 77.,"[{""args"":{""end_beat"":1,""end_measure"":77,""hairpin_type"":""crescendo"",""part"":""Violin 1"",""start_beat"":2,""start_measure"":75},""name"":""add_hairpin""}]","[""hairpin"",""cross-measure"",""dynamic"",""simple_single_edit""]",medium
pe_0543,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Replace the viola's note on beat 2 of bar 106 with B3 instead of A3.,"[{""args"":{""beat"":2.0,""measure"":106,""new_pitch"":""B3"",""part"":""Viola"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""viola"",""single-note"",""simple_single_edit""]",easy
pe_0544,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Please bracket bars 63 through 64 with a first ending and make that two-bar phrase repeat once.,"[{""args"":{""end_measure"":64,""start_measure"":63,""times"":2},""name"":""add_repeat""},{""args"":{""end_measure"":64,""label"":""1."",""number"":1,""start_measure"":63},""name"":""add_ending_bracket""}]","[""repeat"",""ending-bracket"",""structure"",""multi_call_notation""]",medium
pe_0545,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"At measure 36 in Violin 1, mark the entrance piano.","[{""args"":{""beat"":1,""level"":""p"",""measure_number"":36,""part"":""Violin 1""},""name"":""add_dynamic""}]","[""dynamic"",""hairpin"",""multi-call"",""violin1"",""multi_call_notation""]",easy
pe_0546,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"Place a coda symbol at measure 102 to mark the coda entry point, add a rehearsal mark 'B' at the beginning of measure 93.","[{""args"":{""measure_number"":102},""name"":""add_coda""},{""args"":{""measure_number"":93,""text"":""B""},""name"":""add_rehearsal_mark""}]","[""navigation"",""coda"",""rehearsal_mark"",""text_expression"",""structural"",""multi_call_notation""]",medium
pe_0547,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 89, write a descending scalar run in Violin 1 starting on E5 at beat 1. The run should consist of eight 32nd notes: E5, D#5, C#5, B4, A4, G#4, F#4, E4. This measure currently has a rest, so write this as new melodic material.","[{""args"":{""beat"":1.0,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.125,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""D#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""C#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.375,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.625,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""G#4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""F#4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.875,""duration"":""32nd"",""measure"":89,""part"":""Violin 1"",""pitch"":""E4"",""voice"":1},""name"":""add_note""}]","[""scalar-run"",""32nd-notes"",""descending"",""violin1"",""measure89"",""complex_run_creation""]",medium
pe_0548,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"Change the accented B5 on beat 1 of measure 41 in Violin 1 to A5, keeping the same duration.","[{""args"":{""beat"":1.0,""measure"":41,""new_pitch"":""A5"",""part"":""Violin 1"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""articulation-preserved"",""simple_single_edit""]",easy
pe_0549,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 148, the first violin has an accent mark on the opening C-sharp that feels too aggressive for this passage. Please remove just that accent articulation while keeping the note and its slur intact.","[{""args"":{""articulation_type"":""accent"",""beat"":1.0,""measure_number"":148,""part"":""Violin 1"",""voice"":1},""name"":""remove_articulation""}]","[""articulation"",""violin"",""single_edit"",""simple_single_edit""]",easy
pe_0550,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the page break at measure 151.,"[{""args"":{""measure_number"":151},""name"":""remove_page_break""}]","[""page_break"",""layout"",""structural"",""structural_layout""]",easy
pe_0551,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 23, change the current 2 quarter note rests starting on beat 2 in the Violin 2 part to just be a half rest.","[{""args"":{""beat"":2,""dots"":0,""duration"":""half"",""measure"":23,""part"":""Violin 2"",""voice"":1},""name"":""add_rest""}]","[""rest"",""dots"",""violin2"",""measure23"",""simple_single_edit""]",medium
pe_0552,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Mark this passage Allegro moderato at 108 beats per minute starting at measure 27,"[{""args"":{""bpm"":108,""measure_number"":27,""text"":""Allegro moderato""},""name"":""set_tempo""}]","[""tempo"",""simple_single_edit""]",easy
pe_0553,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the crescendo hairpin that starts on beat 1 of measure 13 in the cello part.,"[{""args"":{""part"":""Violoncello"",""start_beat"":1.0,""start_measure"":13},""name"":""remove_hairpin""}]","[""hairpin"",""removal"",""dynamics"",""simple_single_edit""]",easy
pe_0554,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 162, both violins have rests. Add parts for them in contrary motion: in Violin 1 write quarter notes G4, A4, B4 on beats 1, 2, and 3; in Violin 2 write quarter notes D4, C4, B3 on beats 1, 2, and 3.","[{""args"":{""beat"":1,""duration"":""quarter"",""measure"":162,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""quarter"",""measure"":162,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":3,""duration"":""quarter"",""measure"":162,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1,""duration"":""quarter"",""measure"":162,""part"":""Violin 2"",""pitch"":""D4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""quarter"",""measure"":162,""part"":""Violin 2"",""pitch"":""C4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":3,""duration"":""quarter"",""measure"":162,""part"":""Violin 2"",""pitch"":""B3"",""voice"":1},""name"":""add_note""}]","[""contrary-motion"",""two-parts"",""rest-rewrite"",""complex_multivoice_creation""]",medium
pe_0555,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"Measure 175 has Violin 1 resting while Violin 2 plays a moving line. Add an ascending sixteen-note run in Violin 1 starting on B4 at beat 1, continuing with C#5, D5, E5, F#5, G5, and A5 through beat 2.75, then end with a quarter note B5 on beat 3. There should be a 16th rest right before the B5.","[{""args"":{""beat"":1,""duration"":""16th"",""measure"":175,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":175,""part"":""Violin 1"",""pitch"":""C#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":175,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":175,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""16th"",""measure"":175,""part"":""Violin 1"",""pitch"":""F#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":175,""part"":""Violin 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":175,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":3,""duration"":""quarter"",""measure"":175,""part"":""Violin 1"",""pitch"":""B5"",""voice"":1},""name"":""add_note""}]","[""scalar"",""ascending"",""16th-notes"",""complex_run_creation""]",hard
pe_0556,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"At the rehearsal mark B in measure 48, add a brief counterline in Violin 2. Write three eighth notes: F4 on beat 1, E4 on beat 1.5, and D4 on beat 2, creating a descending motion against the existing texture.","[{""args"":{""beat"":1.0,""duration"":""eighth"",""measure"":48,""part"":""Violin 2"",""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""eighth"",""measure"":48,""part"":""Violin 2"",""pitch"":""E4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""eighth"",""measure"":48,""part"":""Violin 2"",""pitch"":""D4"",""voice"":1},""name"":""add_note""}]","[""one_bar_creation"",""rehearsal_mark_locator"",""counterline"",""complex_one_bar_creation""]",medium
pe_0557,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In the first violin part, there's a short crescendo at the beginning of measure 169 that seems out of place. Please remove it.","[{""args"":{""part"":""Violin 1"",""start_beat"":1.0,""start_measure"":169},""name"":""remove_hairpin""}]","[""remove_hairpin"",""dynamic_marking"",""violin_1"",""simple_single_edit""]",easy
pe_0558,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Add the syllable 'sol' to the first note of Violin 2 in measure 15.,"[{""args"":{""beat"":1.0,""measure_number"":15,""part"":""Violin 2"",""text"":""sol"",""voice"":1},""name"":""add_lyric""}]","[""lyric"",""vocal-text"",""single-part"",""simple_single_edit""]",easy
pe_0559,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the grace notes in Violin 1 at measure 134.,"[{""args"":{""beat"":1,""measure"":134,""part"":""Violin 1"",""pitch"":""G#6"",""voice"":1},""name"":""remove_grace_note""},{""args"":{""beat"":1,""measure"":134,""part"":""Violin 1"",""pitch"":""A6"",""voice"":1},""name"":""remove_grace_note""}]","[""grace_note_removal"",""articulation_change"",""violin_edit"",""multi_call_notation""]",medium
pe_0560,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Add a To Coda marking at the end of measure 144.,"[{""args"":{""measure_number"":144},""name"":""add_to_coda""}]","[""navigation"",""coda"",""rare_action"",""structural_layout""]",easy
pe_0561,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 119, replace the rests in the Violin 1 part with a lively figure during the first two beats. Write three triplet eighth notes D5, E5, F#5 at beat 1, then four sixteenth notes G#5, F#5, E5, and D5 at beat 2. This creates a quick flourish leading into the existing A5 on beat 3.","[{""args"":{""actual_notes"":3,""beat"":1,""measure"":119,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""D5"",""eighth""],[""E5"",""eighth""],[""F#5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2,""duration"":""16th"",""measure"":119,""part"":""Violin 1"",""pitch"":""G#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":119,""part"":""Violin 1"",""pitch"":""F#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":119,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":119,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""}]","[""mixed-rhythms"",""triplet-plus-16ths"",""new-voice"",""3/4-meter"",""complex_one_bar_creation""]",hard
pe_0562,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 110, the first note in the Cello part has an accent marking. Please remove the accent on that note only while keeping the forte dynamic.","[{""args"":{""articulation_type"":""accent"",""beat"":1,""measure_number"":110,""part"":""Violoncello"",""voice"":1},""name"":""remove_articulation""}]","[""articulation"",""removal"",""cello"",""simple_single_edit""]",easy
pe_0563,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In the measure marked with rehearsal letter E, for the second violin, add a mezzo-piano dynamic and a crescendo hairpin going from beat 1 to beat 3.","[{""args"":{""beat"":1,""level"":""mp"",""measure_number"":133,""part"":""Violin 2""},""name"":""add_dynamic""},{""args"":{""end_beat"":3,""end_measure"":133,""hairpin_type"":""crescendo"",""part"":""Violin 2"",""start_beat"":1,""start_measure"":133},""name"":""add_hairpin""}]","[""multi_call"",""dynamic"",""hairpin"",""rehearsal_mark"",""multi_call_notation""]",hard
pe_0564,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"Add finger 3 to the F note in Violin 1, measure 169.","[{""args"":{""beat"":2,""finger_number"":""3"",""measure_number"":169,""part"":""Violin 1"",""voice"":1},""name"":""add_fingering""}]","[""fingering"",""substitution"",""string-technique"",""simple_single_edit""]",medium
pe_0565,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 54, add a second voice to Violin 1 that moves in contrary motion to the existing voice 1 melody. In voice 2, write three quarter notes: A3 on beat 1, G3 on beat 2, and B3 on beat 3. Mark the first with a mf dynamic.","[{""args"":{""beat"":1,""duration"":""quarter"",""measure"":54,""part"":0,""pitch"":""A3"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""quarter"",""measure"":54,""part"":0,""pitch"":""G3"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":3,""duration"":""quarter"",""measure"":54,""part"":0,""pitch"":""B3"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1,""level"":""mf"",""measure_number"":54,""part"":0},""name"":""add_dynamic""}]","[""contrary_motion"",""multivoice"",""dynamics"",""violin1"",""complex_multivoice_creation""]",hard
pe_0566,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"Add a mezzo-forte dynamic marking at the first note of the Violin 1 part in measure 128, where the accented B4 note occurs.","[{""args"":{""beat"":2,""level"":""mf"",""measure_number"":128,""part"":""Violin 1""},""name"":""add_dynamic""}]","[""dynamic"",""simple_edit"",""simple_single_edit""]",easy
pe_0567,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"For rehearsal purposes, I need to add a flute accompaniment part to this string quartet excerpt. Please add a new flute part to the score.","[{""args"":{""instrument"":""flute"",""name"":""Flute""},""name"":""add_part""}]","[""add_part"",""rare_action"",""structural"",""structural_layout""]",easy
pe_0568,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Please add a Da Capo marking at the end of measure 177.,"[{""args"":{""measure_number"":177},""name"":""add_da_capo""}]","[""navigation"",""structural"",""rare_action"",""structural_layout""]",easy
pe_0569,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Add a sustained double-stop dotted-half chord on A4 and E5 to Violin 1 at the beginning of measure 68.,"[{""args"":{""beat"":1,""dots"":1,""duration"":""half"",""measure"":68,""part"":""Violin 1"",""pitches"":[""A4"",""E5""],""voice"":1},""name"":""add_chord""}]","[""harmony"",""string_quartet"",""double_stop"",""simple_single_edit""]",easy
pe_0570,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Please remove the system break at the start of measure 8 so the music flows continuously without a line break there.,"[{""args"":{""measure_number"":8},""name"":""remove_system_break""}]","[""layout"",""system_break"",""remove"",""structural_layout""]",easy
pe_0571,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Add an arpeggio to the first chord in the viola part at measure 67 to indicate it should be played broken.,"[{""args"":{""beat"":1,""measure_number"":67,""part"":""Viola"",""voice"":1},""name"":""add_arpeggio""}]","[""arpeggio"",""chord"",""violin"",""simple_single_edit""]",easy
pe_0572,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Add a segno mark at measure 55 to indicate this is a repeat point in the score.,"[{""args"":{""measure_number"":55},""name"":""add_segno""}]","[""navigation"",""segno"",""repeat-mark"",""simple_single_edit""]",easy
pe_0573,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Add a system break so a new system starts at measure 25.,"[{""args"":{""measure_number"":25},""name"":""add_system_break""}]","[""layout"",""system_break"",""simple_single_edit""]",easy
pe_0574,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"Add a trill ornament to the E5 in Violin 1 at measure 122, beat 2, and mark that spot piano.","[{""args"":{""beat"":2.0,""measure_number"":122,""ornament_type"":""trill"",""part"":""Violin 1"",""voice"":1},""name"":""add_ornament""},{""args"":{""beat"":2.0,""level"":""p"",""measure_number"":122,""part"":""Violin 1""},""name"":""add_dynamic""}]","[""ornament"",""dynamic"",""multi-call"",""multi_call_notation""]",medium
pe_0575,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the hairpin in the Violin 1 part in measure 132.,"[{""args"":{""part"":""Violin 1"",""start_beat"":1,""start_measure"":132},""name"":""remove_hairpin""}]","[""hairpin"",""removal"",""dynamic"",""simple_single_edit""]",easy
pe_0576,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Insert a double barline at the end of measure 100 to signify the start of the new section.,"[{""args"":{""barline_type"":""double"",""measure_number"":100},""name"":""set_barline""}]","[""structural"",""barline"",""layout"",""structural_layout""]",easy
pe_0577,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 93, add a new ascending counterline in the Violoncello part using voice 2. Write four eighth notes starting at beat 1: F-sharp2, G2, A2, and B2. The existing F-sharp2 whole-note figure should remain in voice 1.","[{""args"":{""beat"":1.0,""duration"":""eighth"",""measure"":93,""part"":""Violoncello"",""pitch"":""F#2"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""eighth"",""measure"":93,""part"":""Violoncello"",""pitch"":""G2"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""eighth"",""measure"":93,""part"":""Violoncello"",""pitch"":""A2"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""eighth"",""measure"":93,""part"":""Violoncello"",""pitch"":""B2"",""voice"":2},""name"":""add_note""}]","[""multivoice"",""cello"",""counterline"",""ascending"",""complex_multivoice_creation""]",medium
pe_0578,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the tie from the E4 in measure 12 of the cello part.,"[{""args"":{""beat"":3,""measure"":12,""part"":""Violoncello"",""voice"":1},""name"":""remove_tie""}]","[""tie removal"",""cello"",""measure 12"",""simple_single_edit""]",easy
pe_0579,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the viola part from the score because I decided I hate violas.,"[{""args"":{""part"":""Viola""},""name"":""remove_part""}]","[""remove_part"",""multi_part"",""structural"",""structural_layout""]",easy
pe_0580,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,This arrangement needs to be reduced from quartet to trio. Remove the 2nd violin part from the score.,"[{""args"":{""part"":""Violin 2""},""name"":""remove_part""}]","[""part-removal"",""ensemble-reduction"",""structural"",""structural_layout""]",easy
pe_0581,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 148, add a second voice to Violin 2 that plays three eighth notes: D4 at beat 1, E4 at beat 1.5, and F#4 at beat 2.","[{""args"":{""beat"":1,""duration"":""eighth"",""measure"":148,""part"":""Violin 2"",""pitch"":""D4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""eighth"",""measure"":148,""part"":""Violin 2"",""pitch"":""E4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""eighth"",""measure"":148,""part"":""Violin 2"",""pitch"":""F#4"",""voice"":2},""name"":""add_note""}]","[""multivoice"",""eighth-notes"",""contrapuntal"",""complex_multivoice_creation""]",medium
pe_0582,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 150, add a second voice to Violin 1 with three quarter notes: E4 on beat 1, F#4 on beat 2, and G4 on beat 3, creating a rising scalar line beneath the existing melody.","[{""args"":{""beat"":1.0,""duration"":""quarter"",""measure"":150,""part"":""Violin 1"",""pitch"":""E4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":150,""part"":""Violin 1"",""pitch"":""F#4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":3.0,""duration"":""quarter"",""measure"":150,""part"":""Violin 1"",""pitch"":""G4"",""voice"":2},""name"":""add_note""}]","[""multivoice"",""quarter-notes"",""scalar"",""complex_multivoice_creation""]",medium
pe_0583,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Insert a system break to start a new system at measure 128 to separate this section for better readability during rehearsal.,"[{""args"":{""measure_number"":128},""name"":""add_system_break""}]","[""layout"",""system_break"",""structural"",""structural_layout""]",easy
pe_0584,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the forte marking from Violin 1 at measure 65.,"[{""args"":{""beat"":1.0,""measure_number"":65,""part"":""Violin 1""},""name"":""remove_dynamic""}]","[""dynamic"",""remove"",""string-quartet"",""simple_single_edit""]",easy
pe_0585,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 68, the Violin 1 part has a full-measure rest. Write a new two-voice contrapuntal gesture in that measure: voice 1 should play quarter notes ascending B4, C5, D5 on beats 1, 2, and 3; voice 2 should play quarter notes descending A4, G4, F4 on beats 1, 2, and 3. Both voices should be in the same part.","[{""args"":{""beat"":1.0,""duration"":""quarter"",""measure"":68,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":68,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":3.0,""duration"":""quarter"",""measure"":68,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.0,""duration"":""quarter"",""measure"":68,""part"":""Violin 1"",""pitch"":""A4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":68,""part"":""Violin 1"",""pitch"":""G4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":3.0,""duration"":""quarter"",""measure"":68,""part"":""Violin 1"",""pitch"":""F4"",""voice"":2},""name"":""add_note""}]","[""contrary_motion"",""multi_voice"",""quarter_notes"",""complex_multivoice_creation""]",hard
pe_0586,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In Violin 1, measure 174, write a brief descending scalar figure using four sixteenth notes starting on B4 at beat 2: B4, A4, G4, F#4.","[{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""F#4"",""voice"":1},""name"":""add_note""}]","[""scalar_passage"",""sixteenth_notes"",""descending"",""complex_one_bar_creation""]",medium
pe_0587,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the tremolo marking from the chord in Violin 2 at measure 158.,"[{""args"":{""beat"":1.0,""measure_number"":158,""ornament_type"":""tremolo"",""part"":""Violin 2"",""voice"":1},""name"":""remove_ornament""}]","[""ornament"",""tremolo"",""removal"",""strings"",""simple_single_edit""]",easy
pe_0588,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 108, please remove the accent mark from the E4 on beat 2 in the first violin part. The fp dynamic and crescendo should remain.","[{""args"":{""articulation_type"":""accent"",""beat"":2.0,""measure_number"":108,""part"":""Violin 1"",""voice"":1},""name"":""remove_articulation""}]","[""articulation"",""violin"",""accent"",""remove"",""simple_single_edit""]",easy
pe_0589,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,"In measure 115, add a second voice to Violin 1 that moves in contrary motion to the existing melody. Write three quarter notes: E4 on beat 1, D4 on beat 2, and C#4 on beat 3. Place this new line in voice 2 underneath the existing voice 1 part that holds E5 and A#4.","[{""args"":{""beat"":1,""duration"":""quarter"",""measure"":115,""part"":""Violin 1"",""pitch"":""E4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""quarter"",""measure"":115,""part"":""Violin 1"",""pitch"":""D4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":3,""duration"":""quarter"",""measure"":115,""part"":""Violin 1"",""pitch"":""C#4"",""voice"":2},""name"":""add_note""}]","[""contrary-motion"",""two-voices"",""quarter-notes"",""3/4-meter"",""complex_multivoice_creation""]",medium
pe_0590,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,There's an unnecessary system break at measure 75 that's interrupting the phrase. Please remove it so the music flows continuously across that bar line.,"[{""args"":{""measure_number"":75},""name"":""remove_system_break""}]","[""layout"",""system_break"",""structural"",""structural_layout""]",easy
pe_0591,borodin_string_quartet_no2_bars001-200,datasets/scores/borodin_string_quartet_no2_bars001-200.musicxml,Remove the page break at measure 151 and add a mezzo-piano dynamic at the start of measure 152 in all parts to create a smoother transition through this passage.,"[{""args"":{""measure_number"":151},""name"":""remove_page_break""},{""args"":{""beat"":1.0,""level"":""mp"",""measure_number"":152,""part"":null},""name"":""add_dynamic""}]","[""layout"",""dynamics"",""multi_edit"",""multi_call_notation""]",medium
